I0227 22:31:28.901643 67705 Protraintest_ae.py:83] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_adam_0/', 'log_filename': 'Train.log', 'output_dir': 'results_adam_0/', 'snapshot_dir': 'snapshots_adam_0/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 128, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 1.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 30, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'device': device(type='cuda'), 'script_folder': '/home/zyf/mixup/Pointcloud-Learning'}
I0227 22:31:28.903539 67705 Protraintester.py:350] Network Architecture:
I0227 22:31:30.845863 67705 Protraintester.py:246] Epoch=1   [  0%/36757] AVGloss (B,R)=(5.677,5.677) FineCDloss = 1.4391 Classloss = 4.2379 lr = 0.00300 
I0227 22:31:32.929547 67705 Protraintester.py:246] Epoch=1   [  2%/36757] AVGloss (B,R)=(5.083,6.221) FineCDloss = 1.4284 Classloss = 3.6542 lr = 0.00300 
I0227 22:31:35.014480 67705 Protraintester.py:246] Epoch=1   [  3%/36757] AVGloss (B,R)=(4.059,5.412) FineCDloss = 1.0375 Classloss = 3.0219 lr = 0.00300 
I0227 22:31:37.098174 67705 Protraintester.py:246] Epoch=1   [  5%/36757] AVGloss (B,R)=(3.248,4.695) FineCDloss = 0.6558 Classloss = 2.5919 lr = 0.00300 
I0227 22:31:39.180038 67705 Protraintester.py:246] Epoch=1   [  7%/36757] AVGloss (B,R)=(3.151,4.110) FineCDloss = 0.5433 Classloss = 2.6072 lr = 0.00300 
I0227 22:31:41.257926 67705 Protraintester.py:246] Epoch=1   [  9%/36757] AVGloss (B,R)=(2.949,3.562) FineCDloss = 0.5375 Classloss = 2.4111 lr = 0.00300 
I0227 22:31:43.345008 67705 Protraintester.py:246] Epoch=1   [ 10%/36757] AVGloss (B,R)=(2.451,3.242) FineCDloss = 0.4039 Classloss = 2.0476 lr = 0.00300 
I0227 22:31:45.429414 67705 Protraintester.py:246] Epoch=1   [ 12%/36757] AVGloss (B,R)=(2.549,3.059) FineCDloss = 0.4236 Classloss = 2.1256 lr = 0.00300 
I0227 22:31:47.516954 67705 Protraintester.py:246] Epoch=1   [ 14%/36757] AVGloss (B,R)=(2.694,2.953) FineCDloss = 0.4015 Classloss = 2.2928 lr = 0.00300 
I0227 22:31:49.594881 67705 Protraintester.py:246] Epoch=1   [ 16%/36757] AVGloss (B,R)=(2.681,2.838) FineCDloss = 0.4765 Classloss = 2.2041 lr = 0.00300 
I0227 22:31:51.678731 67705 Protraintester.py:246] Epoch=1   [ 17%/36757] AVGloss (B,R)=(2.628,2.724) FineCDloss = 0.4259 Classloss = 2.2026 lr = 0.00300 
I0227 22:31:53.767575 67705 Protraintester.py:246] Epoch=1   [ 19%/36757] AVGloss (B,R)=(2.769,2.706) FineCDloss = 0.4562 Classloss = 2.3125 lr = 0.00300 
I0227 22:31:55.840102 67705 Protraintester.py:246] Epoch=1   [ 21%/36757] AVGloss (B,R)=(2.447,2.626) FineCDloss = 0.4393 Classloss = 2.0078 lr = 0.00300 
I0227 22:31:57.920323 67705 Protraintester.py:246] Epoch=1   [ 23%/36757] AVGloss (B,R)=(2.315,2.583) FineCDloss = 0.4533 Classloss = 1.8616 lr = 0.00300 
I0227 22:32:00.005424 67705 Protraintester.py:246] Epoch=1   [ 24%/36757] AVGloss (B,R)=(2.720,2.607) FineCDloss = 0.4675 Classloss = 2.2525 lr = 0.00300 
I0227 22:32:02.082961 67705 Protraintester.py:246] Epoch=1   [ 26%/36757] AVGloss (B,R)=(2.391,2.567) FineCDloss = 0.4417 Classloss = 1.9489 lr = 0.00300 
I0227 22:32:04.166143 67705 Protraintester.py:246] Epoch=1   [ 28%/36757] AVGloss (B,R)=(2.443,2.512) FineCDloss = 0.4463 Classloss = 1.9965 lr = 0.00300 
I0227 22:32:06.255286 67705 Protraintester.py:246] Epoch=1   [ 30%/36757] AVGloss (B,R)=(2.618,2.492) FineCDloss = 0.4312 Classloss = 2.1864 lr = 0.00300 
I0227 22:32:08.335414 67705 Protraintester.py:246] Epoch=1   [ 31%/36757] AVGloss (B,R)=(2.596,2.456) FineCDloss = 0.4406 Classloss = 2.1553 lr = 0.00300 
I0227 22:32:10.417520 67705 Protraintester.py:246] Epoch=1   [ 33%/36757] AVGloss (B,R)=(2.273,2.379) FineCDloss = 0.4347 Classloss = 1.8385 lr = 0.00300 
I0227 22:32:12.499912 67705 Protraintester.py:246] Epoch=1   [ 35%/36757] AVGloss (B,R)=(2.073,2.277) FineCDloss = 0.4149 Classloss = 1.6582 lr = 0.00300 
I0227 22:32:14.591166 67705 Protraintester.py:246] Epoch=1   [ 36%/36757] AVGloss (B,R)=(2.341,2.274) FineCDloss = 0.3971 Classloss = 1.9439 lr = 0.00300 
I0227 22:32:16.671891 67705 Protraintester.py:246] Epoch=1   [ 38%/36757] AVGloss (B,R)=(2.188,2.258) FineCDloss = 0.4282 Classloss = 1.7600 lr = 0.00300 
I0227 22:32:18.760853 67705 Protraintester.py:246] Epoch=1   [ 40%/36757] AVGloss (B,R)=(2.173,2.269) FineCDloss = 0.4435 Classloss = 1.7299 lr = 0.00300 
I0227 22:32:20.842276 67705 Protraintester.py:246] Epoch=1   [ 42%/36757] AVGloss (B,R)=(2.623,2.331) FineCDloss = 0.7659 Classloss = 1.8568 lr = 0.00300 
I0227 22:32:22.924659 67705 Protraintester.py:246] Epoch=1   [ 43%/36757] AVGloss (B,R)=(2.582,2.390) FineCDloss = 0.6240 Classloss = 1.9582 lr = 0.00300 
I0227 22:32:25.005395 67705 Protraintester.py:246] Epoch=1   [ 45%/36757] AVGloss (B,R)=(2.286,2.360) FineCDloss = 0.4537 Classloss = 1.8322 lr = 0.00300 
I0227 22:32:27.084115 67705 Protraintester.py:246] Epoch=1   [ 47%/36757] AVGloss (B,R)=(2.246,2.271) FineCDloss = 0.4274 Classloss = 1.8187 lr = 0.00300 
I0227 22:32:29.167496 67705 Protraintester.py:246] Epoch=1   [ 49%/36757] AVGloss (B,R)=(2.147,2.250) FineCDloss = 0.4207 Classloss = 1.7266 lr = 0.00300 
I0227 22:32:31.248633 67705 Protraintester.py:246] Epoch=1   [ 50%/36757] AVGloss (B,R)=(2.200,2.229) FineCDloss = 0.4022 Classloss = 1.7980 lr = 0.00300 
I0227 22:32:33.332952 67705 Protraintester.py:246] Epoch=1   [ 52%/36757] AVGloss (B,R)=(2.318,2.245) FineCDloss = 0.4136 Classloss = 1.9040 lr = 0.00300 
I0227 22:32:35.411916 67705 Protraintester.py:246] Epoch=1   [ 54%/36757] AVGloss (B,R)=(2.021,2.180) FineCDloss = 0.4468 Classloss = 1.5746 lr = 0.00300 
I0227 22:32:37.487934 67705 Protraintester.py:246] Epoch=1   [ 56%/36757] AVGloss (B,R)=(2.107,2.133) FineCDloss = 0.4198 Classloss = 1.6871 lr = 0.00300 
I0227 22:32:39.571893 67705 Protraintester.py:246] Epoch=1   [ 57%/36757] AVGloss (B,R)=(2.298,2.150) FineCDloss = 0.4145 Classloss = 1.8835 lr = 0.00300 
I0227 22:32:41.656715 67705 Protraintester.py:246] Epoch=1   [ 59%/36757] AVGloss (B,R)=(2.358,2.129) FineCDloss = 0.4092 Classloss = 1.9491 lr = 0.00300 
I0227 22:32:43.743561 67705 Protraintester.py:246] Epoch=1   [ 61%/36757] AVGloss (B,R)=(2.212,2.169) FineCDloss = 0.4058 Classloss = 1.8062 lr = 0.00300 
I0227 22:32:45.827937 67705 Protraintester.py:246] Epoch=1   [ 62%/36757] AVGloss (B,R)=(2.090,2.165) FineCDloss = 0.4712 Classloss = 1.6187 lr = 0.00300 
I0227 22:32:47.911296 67705 Protraintester.py:246] Epoch=1   [ 64%/36757] AVGloss (B,R)=(1.944,2.065) FineCDloss = 0.4287 Classloss = 1.5148 lr = 0.00300 
I0227 22:32:49.990633 67705 Protraintester.py:246] Epoch=1   [ 66%/36757] AVGloss (B,R)=(2.049,2.080) FineCDloss = 0.4054 Classloss = 1.6437 lr = 0.00300 
