I0227 16:58:17.454258 41071 Protraintest_ae.py:83] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs', 'log_filename': 'Train.log', 'output_dir': 'results', 'snapshot_dir': 'snapshots', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 128, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.01, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_classification': 1.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_decay_step': 30, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'device': device(type='cuda'), 'script_folder': '/home/zyf/mixup/Pointcloud-Learning'}
I0227 16:58:17.455863 41071 Protraintester.py:348] Network Architecture:
I0227 16:58:19.657815 41071 Protraintester.py:243] Epoch=1   [  0%/36757] AVGloss (B,R)=(5.887,5.887) FineCDloss = 1.4469 Classloss = 4.4402 lr = 0.01000 
I0227 16:58:21.735423 41071 Protraintester.py:243] Epoch=1   [  2%/36757] AVGloss (B,R)=(5.846,5.741) FineCDloss = 1.0177 Classloss = 4.8286 lr = 0.01000 
I0227 16:58:23.804852 41071 Protraintester.py:243] Epoch=1   [  3%/36757] AVGloss (B,R)=(4.044,5.129) FineCDloss = 0.4469 Classloss = 3.5970 lr = 0.01000 
I0227 16:58:25.876469 41071 Protraintester.py:243] Epoch=1   [  5%/36757] AVGloss (B,R)=(3.750,4.540) FineCDloss = 0.4691 Classloss = 3.2806 lr = 0.01000 
I0227 16:58:27.955142 41071 Protraintester.py:243] Epoch=1   [  7%/36757] AVGloss (B,R)=(3.248,4.056) FineCDloss = 0.5455 Classloss = 2.7027 lr = 0.01000 
I0227 16:58:30.031956 41071 Protraintester.py:243] Epoch=1   [  9%/36757] AVGloss (B,R)=(3.111,3.677) FineCDloss = 0.4510 Classloss = 2.6603 lr = 0.01000 
I0227 16:58:32.106095 41071 Protraintester.py:243] Epoch=1   [ 10%/36757] AVGloss (B,R)=(2.583,3.277) FineCDloss = 0.4185 Classloss = 2.1649 lr = 0.01000 
I0227 16:58:34.184658 41071 Protraintester.py:243] Epoch=1   [ 12%/36757] AVGloss (B,R)=(2.445,3.012) FineCDloss = 0.4240 Classloss = 2.0211 lr = 0.01000 
I0227 16:58:36.263181 41071 Protraintester.py:243] Epoch=1   [ 14%/36757] AVGloss (B,R)=(2.596,2.773) FineCDloss = 0.4173 Classloss = 2.1784 lr = 0.01000 
I0227 16:58:38.333581 41071 Protraintester.py:243] Epoch=1   [ 16%/36757] AVGloss (B,R)=(2.135,2.606) FineCDloss = 0.4002 Classloss = 1.7345 lr = 0.01000 
I0227 16:58:40.408746 41071 Protraintester.py:243] Epoch=1   [ 17%/36757] AVGloss (B,R)=(2.511,2.544) FineCDloss = 0.4183 Classloss = 2.0923 lr = 0.01000 
I0227 16:58:42.483604 41071 Protraintester.py:243] Epoch=1   [ 19%/36757] AVGloss (B,R)=(2.536,2.479) FineCDloss = 0.4150 Classloss = 2.1212 lr = 0.01000 
I0227 16:58:44.556864 41071 Protraintester.py:243] Epoch=1   [ 21%/36757] AVGloss (B,R)=(1.929,2.394) FineCDloss = 0.4143 Classloss = 1.5143 lr = 0.01000 
I0227 16:58:46.648575 41071 Protraintester.py:243] Epoch=1   [ 23%/36757] AVGloss (B,R)=(2.081,2.324) FineCDloss = 0.4045 Classloss = 1.6766 lr = 0.01000 
I0227 16:58:48.724635 41071 Protraintester.py:243] Epoch=1   [ 24%/36757] AVGloss (B,R)=(2.037,2.244) FineCDloss = 0.4187 Classloss = 1.6185 lr = 0.01000 
I0227 16:58:50.800665 41071 Protraintester.py:243] Epoch=1   [ 26%/36757] AVGloss (B,R)=(2.132,2.238) FineCDloss = 0.4170 Classloss = 1.7146 lr = 0.01000 
