I0305 05:44:47.531659 12806 Protraintest_ae_ResNet.py:85] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_resnet_nolabel_twofold/', 'log_filename': 'Train.log', 'output_dir': 'results_resnet_nolabel_twofold/', 'snapshot_dir': 'snapshots_resnet_nolabel_twofold/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 32, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 40, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'read_view': True, 'folding_twice': True, 'device': device(type='cuda'), 'script_folder': '/home/ubuntu/Pointcloud_yefan/Pointcloud-Learning'}
W0305 05:44:47.532308 12806 warnings.py:99] /home/ubuntu/anaconda3/envs/pytorch_p36/lib/python3.6/site-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))

I0305 05:44:47.534779 12806 Protraintester.py:362] Network Architecture:
I0305 05:50:48.498026 12934 Protraintest_ae_ResNet.py:85] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_resnet_nolabel_twofold/', 'log_filename': 'Train.log', 'output_dir': 'results_resnet_nolabel_twofold/', 'snapshot_dir': 'snapshots_resnet_nolabel_twofold/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 32, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 40, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'read_view': True, 'folding_twice': True, 'device': device(type='cuda'), 'script_folder': '/home/ubuntu/Pointcloud_yefan/Pointcloud-Learning'}
W0305 05:50:48.498746 12934 warnings.py:99] /home/ubuntu/anaconda3/envs/pytorch_p36/lib/python3.6/site-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))

I0305 05:50:48.501068 12934 Protraintester.py:362] Network Architecture:
I0305 05:54:08.700222 13063 Protraintest_ae_ResNet.py:85] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_resnet_nolabel_twofold/', 'log_filename': 'Train.log', 'output_dir': 'results_resnet_nolabel_twofold/', 'snapshot_dir': 'snapshots_resnet_nolabel_twofold/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 32, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 40, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'read_view': True, 'folding_twice': True, 'device': device(type='cuda'), 'script_folder': '/home/ubuntu/Pointcloud_yefan/Pointcloud-Learning'}
W0305 05:54:08.700928 13063 warnings.py:99] /home/ubuntu/anaconda3/envs/pytorch_p36/lib/python3.6/site-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))

I0305 05:54:08.703243 13063 Protraintester.py:362] Network Architecture:
I0305 05:57:43.343702 13158 Protraintest_ae_ResNet.py:85] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_resnet_nolabel_twofold/', 'log_filename': 'Train.log', 'output_dir': 'results_resnet_nolabel_twofold/', 'snapshot_dir': 'snapshots_resnet_nolabel_twofold/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 32, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 40, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'read_view': True, 'folding_twice': True, 'device': device(type='cuda'), 'script_folder': '/home/ubuntu/Pointcloud_yefan/Pointcloud-Learning'}
W0305 05:57:43.344535 13158 warnings.py:99] /home/ubuntu/anaconda3/envs/pytorch_p36/lib/python3.6/site-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))

I0305 05:57:43.346969 13158 Protraintester.py:362] Network Architecture:
I0305 06:05:50.859369 13294 Protraintest_ae_ResNet.py:85] {'ptcloud_path': 'ptcloud_0.npz', 'img_path': 'renderings', 'label_path': 'label.npz', 'data_basedir': '../../../What3D', 'splits_path': 'splits', 'class_path': 'classes.txt', 'image_size': 128, 'view': '0', 'log_dir': 'logs_resnet_nolabel_twofold/', 'log_filename': 'Train.log', 'output_dir': 'results_resnet_nolabel_twofold/', 'snapshot_dir': 'snapshots_resnet_nolabel_twofold/', 'verbose_per_n_batch': 5, 'shuffle_point_order': False, 'use_manifold': False, 'alpha': 0.0, 'total_epochs': 100, 'train_batch_size': 32, 'test_batch_size': 200, 'val_batch_size': 200, 'lr_G': 0.003, 'lr_D': 0.0001, 'pool_size': 0, 'G_adam_beta1': 0.5, 'noise_pts': 1024, 'mean': 0.0, 'stddev': 1.0, 'lambda_loss_primitive': 1.0, 'lambda_loss_fine': 1.0, 'lambda_loss_manifold': 1.0, 'lambda_loss_classification': 0.0, 'momentum': 0.9, 'weight_decay': 1e-06, 'lr_decay_step': 40, 'lr_decay_rate': 0.1, 'tensorboard': None, 'checkpoint_model': None, 'checkpoint_solver': None, 'save_results': False, 'train': True, 'test': True, 'read_view': True, 'folding_twice': True, 'device': device(type='cuda'), 'script_folder': '/home/ubuntu/Pointcloud_yefan/Pointcloud-Learning'}
W0305 06:05:50.860017 13294 warnings.py:99] /home/ubuntu/anaconda3/envs/pytorch_p36/lib/python3.6/site-packages/torch/nn/_reduction.py:43: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))

I0305 06:05:50.862332 13294 Protraintester.py:365] Network Architecture:
I0305 06:05:53.034161 13294 Protraintester.py:257] Epoch=1   [  0%/36757] AVGloss (B,R)=(2.872,2.872) FineCDloss = 1.4369 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 1.4354 
I0305 06:05:53.722605 13294 Protraintester.py:257] Epoch=1   [  0%/36757] AVGloss (B,R)=(1.765,2.526) FineCDloss = 1.0357 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.7291 
I0305 06:05:54.493362 13294 Protraintester.py:257] Epoch=1   [  1%/36757] AVGloss (B,R)=(1.401,2.110) FineCDloss = 0.6647 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.7362 
I0305 06:05:55.149225 13294 Protraintester.py:257] Epoch=1   [  1%/36757] AVGloss (B,R)=(1.144,1.743) FineCDloss = 0.5429 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.6011 
I0305 06:05:55.815060 13294 Protraintester.py:257] Epoch=1   [  2%/36757] AVGloss (B,R)=(1.062,1.506) FineCDloss = 0.5337 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5281 
I0305 06:05:56.553730 13294 Protraintester.py:257] Epoch=1   [  2%/36757] AVGloss (B,R)=(1.402,1.395) FineCDloss = 0.6415 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.7607 
I0305 06:05:57.256567 13294 Protraintester.py:257] Epoch=1   [  3%/36757] AVGloss (B,R)=(1.119,1.314) FineCDloss = 0.5679 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5515 
I0305 06:05:57.940479 13294 Protraintester.py:257] Epoch=1   [  3%/36757] AVGloss (B,R)=(1.016,1.225) FineCDloss = 0.5592 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4568 
I0305 06:05:58.648239 13294 Protraintester.py:257] Epoch=1   [  3%/36757] AVGloss (B,R)=(0.855,1.123) FineCDloss = 0.4254 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4299 
I0305 06:05:59.327497 13294 Protraintester.py:257] Epoch=1   [  4%/36757] AVGloss (B,R)=(1.007,1.080) FineCDloss = 0.4680 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5387 
I0305 06:06:00.089827 13294 Protraintester.py:257] Epoch=1   [  4%/36757] AVGloss (B,R)=(1.102,1.059) FineCDloss = 0.6239 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4782 
I0305 06:06:00.818052 13294 Protraintester.py:257] Epoch=1   [  5%/36757] AVGloss (B,R)=(0.973,1.031) FineCDloss = 0.4491 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5243 
I0305 06:06:01.490156 13294 Protraintester.py:257] Epoch=1   [  5%/36757] AVGloss (B,R)=(1.006,0.988) FineCDloss = 0.5251 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4811 
I0305 06:06:02.163316 13294 Protraintester.py:257] Epoch=1   [  6%/36757] AVGloss (B,R)=(0.902,0.965) FineCDloss = 0.4468 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4549 
I0305 06:06:02.916661 13294 Protraintester.py:257] Epoch=1   [  6%/36757] AVGloss (B,R)=(1.002,0.994) FineCDloss = 0.5197 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4826 
I0305 06:06:03.601804 13294 Protraintester.py:257] Epoch=1   [  7%/36757] AVGloss (B,R)=(0.876,0.974) FineCDloss = 0.4414 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4346 
I0305 06:06:04.282708 13294 Protraintester.py:257] Epoch=1   [  7%/36757] AVGloss (B,R)=(0.951,0.934) FineCDloss = 0.4678 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4830 
I0305 06:06:05.026888 13294 Protraintester.py:257] Epoch=1   [  7%/36757] AVGloss (B,R)=(1.105,0.951) FineCDloss = 0.4864 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.6190 
I0305 06:06:05.675738 13294 Protraintester.py:257] Epoch=1   [  8%/36757] AVGloss (B,R)=(0.905,0.942) FineCDloss = 0.4503 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4543 
I0305 06:06:06.364078 13294 Protraintester.py:257] Epoch=1   [  8%/36757] AVGloss (B,R)=(0.972,0.934) FineCDloss = 0.4483 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5236 
I0305 06:06:07.115207 13294 Protraintester.py:257] Epoch=1   [  9%/36757] AVGloss (B,R)=(0.887,0.948) FineCDloss = 0.4531 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4340 
I0305 06:06:07.847981 13294 Protraintester.py:257] Epoch=1   [  9%/36757] AVGloss (B,R)=(0.794,0.914) FineCDloss = 0.3804 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4134 
I0305 06:06:08.612533 13294 Protraintester.py:257] Epoch=1   [ 10%/36757] AVGloss (B,R)=(1.135,0.947) FineCDloss = 0.5587 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.5767 
I0305 06:06:09.317461 13294 Protraintester.py:257] Epoch=1   [ 10%/36757] AVGloss (B,R)=(0.801,0.924) FineCDloss = 0.4071 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3940 
I0305 06:06:09.996334 13294 Protraintester.py:257] Epoch=1   [ 10%/36757] AVGloss (B,R)=(0.841,0.897) FineCDloss = 0.4350 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4056 
I0305 06:06:10.743836 13294 Protraintester.py:257] Epoch=1   [ 11%/36757] AVGloss (B,R)=(0.910,0.893) FineCDloss = 0.4763 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4334 
I0305 06:06:11.448045 13294 Protraintester.py:257] Epoch=1   [ 11%/36757] AVGloss (B,R)=(0.859,0.942) FineCDloss = 0.4411 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4176 
I0305 06:06:12.161122 13294 Protraintester.py:257] Epoch=1   [ 12%/36757] AVGloss (B,R)=(0.846,0.917) FineCDloss = 0.4289 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4170 
I0305 06:06:12.860718 13294 Protraintester.py:257] Epoch=1   [ 12%/36757] AVGloss (B,R)=(0.873,0.908) FineCDloss = 0.4282 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4448 
I0305 06:06:13.563747 13294 Protraintester.py:257] Epoch=1   [ 13%/36757] AVGloss (B,R)=(0.843,0.906) FineCDloss = 0.4220 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4214 
I0305 06:06:14.285856 13294 Protraintester.py:257] Epoch=1   [ 13%/36757] AVGloss (B,R)=(0.890,0.895) FineCDloss = 0.4792 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4105 
I0305 06:06:14.930096 13294 Protraintester.py:257] Epoch=1   [ 13%/36757] AVGloss (B,R)=(0.766,0.873) FineCDloss = 0.4002 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3662 
I0305 06:06:15.631277 13294 Protraintester.py:257] Epoch=1   [ 14%/36757] AVGloss (B,R)=(0.785,0.864) FineCDloss = 0.4045 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3801 
I0305 06:06:16.382071 13294 Protraintester.py:257] Epoch=1   [ 14%/36757] AVGloss (B,R)=(0.914,0.878) FineCDloss = 0.4850 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4286 
I0305 06:06:17.083092 13294 Protraintester.py:257] Epoch=1   [ 15%/36757] AVGloss (B,R)=(0.884,0.894) FineCDloss = 0.5088 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3755 
I0305 06:06:17.792568 13294 Protraintester.py:257] Epoch=1   [ 15%/36757] AVGloss (B,R)=(0.880,0.916) FineCDloss = 0.4461 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4339 
I0305 06:06:18.440799 13294 Protraintester.py:257] Epoch=1   [ 16%/36757] AVGloss (B,R)=(0.859,0.889) FineCDloss = 0.4569 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.4023 
I0305 06:06:19.127613 13294 Protraintester.py:257] Epoch=1   [ 16%/36757] AVGloss (B,R)=(0.861,0.868) FineCDloss = 0.4658 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3954 
I0305 06:06:19.791810 13294 Protraintester.py:257] Epoch=1   [ 17%/36757] AVGloss (B,R)=(0.913,0.868) FineCDloss = 0.5214 Classloss = 0.0000 lr = 0.00300 PrimCDloss = 0.3920 
